Street,zipcode
8503 Ganttcrest Dr,78749
Cherry Creek/Seminary Ridge,78745
512 Evans Ave,78751
Bond Dr And Warely Ln,78741
3009 A Chevoit Lane in Del Valle,78617
1209 Crupp Ct,78753
508 East Howard,78753
14401 Owen Tech Blvd,78728
3100 Garwood,78702
N. Meadow/Lamar,78753
4100 Nixon Ln,78725
Whirlaway in Travis,78617
1130 Spur Street,78721
706 W Martin Luther King Jr Blvd,78701
Delores & Webberville Rd.,66112
14609 Great Eagle Trl,78734
2617 Crownspoint Dr,78748
3601 Willow Springs Rd,78704
Lunar Dr & Meadow Lea Dr,3175
605 Brentwood St,78752
Georgian Dr And Powell Ln,78753
Chicon St And E 10Th St,78702
5401 Prock Ln.,78721
2005 Willow Creek #2004,78741
1001 E Ben White Blvd,78704
2300 N Ih 35,78681
8139 Ceberry Dr,78759
Springdale Rd And Dorchester Heights Ln,78754
9002 Magna Carta Loop,78754
5112 Caswell Ave,78751
Springdale Rd And Ladesma Rd,78721
10217 Pinnacle Crest Loop,78747
6208 Sam Houston,78731
11516 Melstone Dr in Manor,78653
Lamplight Village Ave And Candlestick Pl,78727
4718 Us-183,78744
2507 Burleson Rd,78741
10409 Beard Ave,78748
739 Cherrico,78702
2117 Philomena St,78723
1135 Barton Hills,78704
10317 Old Manchaca Rd,78748
Thome Vally And Gilwell,78617
Leon St & W 22Nd 1/2 St,33701
6307 Cameron Rd,78723
5441 Falling Leaf Ln,78744
Mckinney Falls Pkwy & E William Cannon Dr,
1026 Clayton  #4401,
13205 Coomes,78617
400 E Rundberg,78753
11543 Mountain Top Cir in Jonestown,78645
4513 Blue Meadow Dr,78744
6004 Broken Spoke Trail,78744
Bitting School Rd in Manor,
6205 Carnation Terr,78741
Sprinkle Rd And Springdale,78754
E Stassney Ln & Ponciana Dr,
7541 Sringtime Trl,78747
501 S Hwy 183,78741
2108 Ashby Ave,78704
5004 Joshua Ct,78744
5408 S Hearsey Dr,78744
6613 Ashland Dr,78723
1310 Thaddeus Cv,78746
8108 N Fm 973,78724
7007 #03 Guadalupe St,
9024 Sawtooth,78729
5333 Thunder Creek Rd,78759
1300 Tuffit Ln,78753
4801 Congress,78745
5000 E Cesar Chavez,78702
S Lamar Blvd & La Casa Dr,
1701 Briarcliff Blvd,78723
11021 Jones Rd in Manor,78653
7020 E Hwy 290,78735
6Th Exit Ramp From Mopac,
7029 Craybrough Cir,78724
4805 Brook Creek Cv,78744
835 Kramer Ln,78758
Carver Ave And Booker Ave,78752
6912 Nubian Ln,78739
102 Farley Dr,78753
10102 Woodland Village Dr.,78750
7112 Carwill Dr,78724
6308 Harold Ct,78721
Hwy 812 And Hwy 183 in Travis,
1510 Holstein Dr,78758
911 North Meadow Dr,78758
Birchbark Trail And El Salido Pkwy,78750
3403 Misty Creek Dr in Travis,78735
N Lamar Blvd And Rutland Dr,78753
7004 Shannon Dr,78724
901 Crystal Creek Dr,78746
1000 W Rundberg Ln,78758
6311 El Mirando St,78741
Kemp And Montopolis,78741
1600 Poppy Seed Ln,78741
10706 Plains Trail,78758
Friars Tale Lane And Canterbury Tales Ln,78748
Pearce Ln & Texas 130 Service Rd,78714
11809 Garden Gate Dr,78725
Tower View Ct,78723
7632 W 71,78735
13200 Marie Ln in Manor,78653
7201 Wood Hollow Dr,78731
7730 Manassas Dr,78745
10004 Shively in Travis,78747
15211 Sabal Palm in Travis,78724
14905 Mossycup Ln,78724
Springdale And Pecan Brook,78724
Hogan Ave And Montopolis,78741
6600 Elm Creek #15,78744
Salerno Pl And Orsobello in Travis,78613
6702 Isabelle Dr,78752
8515 S Ih 35 Frontage Rd,78744
6509 Berkman Drive,78723
6509 Berkman Dr,78723
234 Old Bastrop Rd in Travis,78612
2027 Anchor Ln,78723
2626 Monarch Dr,78748
S Pleasant Valley Rd & E Oltorf St,
16006 Agua Vista,78734
E Cesar Chavez St & Chalmers Ave,
2001 E Hwy 71,78617
7505 Aspen Brook,78744
E Anderson Ln And Langston Dr,78723
2215 E Cesar Chavez,78702
4710 Little Hill Cir,78725
4605 Hawkhaven Ln,78727
1613 E M Franklin Ave,78721
Nuckols Crossing/St. Elmo,78744
2104 Kirksey Dr,78741
701 Woodward St #1036,78704
2815 E Hwy 71,78617
14603 Geneva Dr in Travis,78617
11419 Rustic Rock Dr,78750
Vasquez And Villita Avenida,78741
Citation Dr And Albert Brown in Del Valle,78617
1403 Bob Harrison St,78702
46Th And Red River St,78751
W Odell St And Marcell St,78752
Westward Ho And Running Deer in Travis,78734
Cape Horn And Michigan in Pflugerville,78660
11123 Old Lockhart,78747
10616 Mellow Meadow,78750
Mcneil Dr & San Felipe Blvd,
12504 Mexicana Cove,78617
102 E Rundberg Lane,78753
North View Ln And Point North Dr,78724
Santa Rosa And Robert Martinez,78702
Great Divide And Hwy 71 in Travis,78738
1104 Jolena Cir,78721
3809 South Congress,78704
2610 Prado,78702
9724 Sydney Marilyn,78748
Aly May Dr And Billbrook,78748
1000 Vasquez St,78741
Watchful Fox / Chadbourne Dr in Travis,78748
1701 S Congress,78704
221 W North Loop Blvd,78751
1508 Canterbury St,78702
4609 Silverstone Dr,78744
Giles And Harris Branch,78754
8007 Caribou Parke Cove in Travis,78726
Navasota And Holly,78702
St Merryn Road & Farmhaven Road,78754
18101 Litteg Rd in Manor,78653
18101 Littig Rd in Manor,78653
Fay St And Bales St in Manor,78653
12222 Shropeshirer,78753
5900 Coventry Ln,78723
209 N Bastrop,78653
12505 Utah Cir in Travis,78652
711 W 7Th St,78701
15025 Wells Port Dr,78728
Blossom Bell Dr And Jordan Ln,78758
E 16Th St & Clifford Ave,10003
2020 Nueces St,78705
2101 Uphill,78741
S Congress And Barton Springs,78704
South Ridge And Clawson,78704
1207 Baylor St,78703
5201 Berkman Drive,78723
2800 Leeds,78745
17317 West Beach in Travis,78734
300 W 2Nd St,78701
1742 Wooten Park Dr,78757
8501 Colony Loop Dr,78724
Sunny Oaks in Travis,78660
3410 East 5Th Street,78702
1619 Ashberry,78723
E 12Th St And Alexander Ave,78702
11111 Bending Bought Trail,78758
164 Casa Verde Drive,78617
Evening Shadows Dr And Estrellas Dr in Del Valle,78617
20804 Kearney Hill Road in Pflugerville,78660
Mairo Street & South 1St Street,78748
Linton Dr And Calico Dr,78748
907 Minturn Ln,78748
5402 Agua Caliente Cove,78744
Braker Lane @ Renel Dr.,78758
Gracy Farms & Walsh Charlton,78758
Bastrop in Bastrop,78602
9608 Covey Ridge Lane,78758
Williamson Rd And Graef Rd in Creedmoor,78610
10001 Pinnacle Crest Loop,78747
501 Tech Ridge Blvd,78753
303 W. Mlk,78701
Zach Scott St And Camacho St,78723
Hwy 71 And Silvermine Dr,78735
1408 Valleyridge Drive,78704
400 E Parmer Ln,78753
Tech Ridge/Palmer,78754
6301 W Parmer Ln,78729
2Nd And Pedernales,78702
10600 Old Lockhart Rd in Travis,78747
East St. John'S Ave,78752
E William Cannon Dr And Ih35,78752
1908 Anita Dr,78704
Riata Trace Pkwy And Alameda Trace Cir,78759
2203 Doral Drive,78746
1403 Marcus Pl,78721
1801 Blue Crest Drive,78704
9306 Old Manor Road in Travis,78724
Creighton Ln,78723
S Pleasant Valley Rd And E Riverside Rd,78741
2601 Lehigh Dr,78723
4600 W Guadalupe St,78751
Mcneil Drive & Burnet Road,
13216 Rochester Lane,78753
Larch Terr.,78741
3851 Manor Rd,78723
6Th And San Jacinto,78701
16709 Jaron Dr in Manor,78653
Lexington St & E Brenham St in Manor,02466
Mckie Cove And Mckie Dr,78752
6906 Guadalupe St,78752
210 W 27Th St,78705
Rockhurst And Manor Rd,78723
904 Low Brim Cv,78660
Whirlaway Dr And River Timber Dr in Del Valle,78617
22601 Deidra in Travis,78621
19379 Wilkey Lane in Pflugerville,78660
6405 Nasoni Cv,78749
2601 Lott Avenue,78721
Airport & Oak Springs,67335
Pleasant Valley And 12Th St,78702
700 River St,78701
12210 Manchaca in Travis,78748
2809 Summit Heights Ct in Pflugerville,78660
6909 Shannon Drive,78724
6818 Thistle Hill,78754
Buckingham Gate Rd And Frate Barker Rd,78748
9070 Research Blvd,78758
8021 N 620 Rd,78726
5008 Cape Verde,78744
10521 Antelope Run,78748
1122 Mark St,78721
1211 South Meadows,78758
Riveride/Anise,78741
1900 Santa Clara St,78757
5330 N. Ih35,78751
2207 Holly St,78702
1021 Quail Park Dr,78758
San Saba And E. 3Rd St,78702
3713 Tudur Blvd,78759
3Rd St E & Tillery Square,63670
6710 Loyola,78724
51St Street And Old Manor Rd,78723
1167 Harvey,78702
1663 Chippeway Lane,78745
1613B Garden St,78702
7313 Cilantro Way,78741
11716 Birchmark Trail,78750
Fay St And Bales St,78653
9308 Anderson Mill Rd,78729
12710 Research Blv Suite 310,78759
3721 Rr North 620,78756
Flowsbre Ln in Round Rock,78664
6828 Marble Creek Loop,78747
2901 Enfield Rd,78703
10909 Gaillardia,78733
12813 #A Broughton Way,
183 And Anderson Ln,78752
Loyola/183,
10516 Jones Road in Manor,78653
14608 Navarro Creek Road in Del Valle,78617
12609 Limerick Ave,78727
5107 Regency Dr,78724
2506 Howellwood Way,78748
409 East William Cannon,78745
913 Coronation Way,78660
3411 Shinoak Dr,78731
2218 Donahue Ln  #A,
15112 Fm 1825 in Pflugerville,78660
12554 Riata Vista Cir,78727
4801 Pimico in Del Valle,78617
4501 Avenue H,78751
4612 Blue Meadow Dr,78744
Springdale Rd & Leslie Ave,08003
209 N Bastrop in Manor,78653
Onion Crossing Dr & Thornwood Dr,78744
1100 W Cesar Chavez St,78703
402 W 45Th St,78751
2601 Braker Ln,78758
701 E Parmer Ln,78753
8880 Tee Drive,78747
7019 Colony Loop,78724
9706 Bilbrook Pl,78748
51St And Burkman,78723
117 Kimble Ln,78742
5330 N Ih 35,78751
203 Belle Star Cv,78753
1909 Smith Rd,78721
3050 Tamarron Blvd,78746
1012 Stacias Way in Pflugerville,78660
19211 Blake Manor Rd in Manor,78653
2500 Tx-71,78719
2516 Elara Dr in Travis,78725
6575 Decker Ln in Travis,78724
7801 Kincheon,78749
13904 Long Hollow in Travis,78641
Airport And Manor,78722
905 Castleton Dr in Pflugerville,78660
1405 E M Franklin Ave,78721
2817 E 5Th St,78702
5916 Abby Ann Lane,78747
9501 N 620 # 5108,78726
11214 Pinehurst Dr,78747
6001 Navarro Creek Rd in Travis,78617
307 Fm 1626,78748
15835 Foothill Farms Loop,78660
2715 Santa Rosa St,78702
9609 Carson Creek Blvd in Del Valle,78617
906 W Milton St,78704
14912 Fagerquist in Del Valle,78617
6902 Highland Circle #B,
1719 E 2Nd St,78702
7904 Fm 969,78724
7117 Wood Hollow,78731
2104 Brandywine Ln,78727
2628 Alcott Ln,78748
18706 Blake Manor in Travis,78653
15110 Chamberlain Ct,78724
6705 Covered Bridge Dr,78736
15200 Anderson Mill Rd in Travis,78613
Old Manchaca/Marshithas Way,78748
8301 Furness Dr,78753
6600 Johnny Morris Cv,78724
704 Hyde Park Ct,78748
Springdale And 7Th,78702
Roseborough Dr And Running Water Dr,78747
7711 Mullen,78757
1515 Palma Plaza,78703
201 Chicon St,78702
14611 Burnet Rd,78728
9805 Parkfield Dr,78758
10420 Fm 812 in Travis,78719
Lemonwood And Driftwood,78731
2931 Ellon Rd,78617
13201 Fm 620,78729
13200 N Fm 620 Rd,78717
8717 Burnet Rd,78757
Nuckols Crossing And Spring Meadow Rd,78744
Kramer Ln And Boyer Blvd,78758
817 W Fm 1626,78652
Distant View Dr And Blue Hill Dr in Travis,78736
5930 Middle Fiskville Rd,78752
21967 Silvia in Travis,78621
Mitra,78739
6610 Windrift Way,78745
5917 Little Creek Trail,78744
6204 Club Terrace,78741
Primrose And Rosemary Ln,78753
300 Colorado St,78701
6005 Signal Point,78724
6913 Carwill Dr,78724
East Stassney Lane & Burleson Road,
Taylorcrest Drive & Wampton Way,78749
12800 Turtle Rock Road,78729
20818 Hog Eye Rd in Manor,78653
13838 Lakes Blvd in Travis,78753
5720 Mcneil in Travis,78729
Berkley Lane & Cockburn Drive,27205
Lagerway And Sanford Dr,78748
3306 Greenemerald Terrace,78739
9707 Colpax Drive,78724
Springdale Adn Dorchester Heights Ln,78754
11519 Pecan Creek,78750
611 Carpenter,78753
E 21St St,
Riverside & Vargas,
3706 Goodwin,78721
Farnish Cove,78753
Kinney Oaks Ct And Kinney Rd,78704
5308 Peppertree Pkwy,78744
714 Turtle Creek Blvd #244,78745
Mckinney Falls Pkwy And Dee Gabriel Collins,78744
11121 Bright Leaf,78748
Fairfield Dr & Jamestown Dr,32506
1000 Mopac Cir,78746
166 Ed Bluestein Blvd,78702
Jonah Lee Ct in Manor,78653
7900 San Felipe Blvd,78729
Wedding Dr And Snow Ln in Manor,78653
Stassney And Ih35,78744
Lakeline Mall,
1706 Rutland,78758
Pedernales St And Diaz St,78702
8222 North Lamar,78753
1835 Burton Dr,78741
Dessau/Palmer,78754
1647 Brookyln St,78704
1905 East William Cannon,78744
6422 Us-183,78744
5217 Canela,
E 5Th/ Comal St,78702
3404 S 183,78744
Carson Ridge & Montopolis,98610
9500 Tobrina Lane,78759
8519 Cahill Drive,78729
1704 East 5Th,78702
Slaughter/Fm 1826 in Travis,
1822 W Braker Ln,78758
4211 S Lamar Blvd,78704
Lady Bird Ln And S Lakeshore Blvd,78741
10041 Lake Creek Pkwy,78729
3207 Sunny Ln,78731
9001 Grandview Drive in Jonestown,78645
11610 Crosstimber Drive,78750
1704 Lightsey Road,78704
1508 Southport Drive,78704
1803 Garden,
E 51St And Springdale Rd,78723
Singletree Ave And Lamplight Village Ave,78727
6817 Sabrina Drive,78747
Colton Bluff Springs & Mckinny Falls,
2913 Northland Dr,78757
5604 Hudson St,78721
12005 Garden Meadow Rd,78725
2000 Cullen Avenue,78757
Brodie Ln & Dalton St,
13405 Wisterwood St,78729
North Hwy 183,
9905 Briar Ridge Dr,78748
S Ih 35 Frontage Rd & E Oltorf St,
6717 Savann Canyon in Del Valle,78617
2808 Alsatia,78748
5525 Nelson Oaks,78724
8907 Briardale Dr,78758
10712 Pratt Ln,78748
Austin Colony,78725
Blake Manor Rd in Travis,
2201 W Ben White,78704
3304 Mc Elroy,78757
1524 Whittard Of Chelsea Ln in Travis,78660
Highway 183 And Ih-35,78752
5712 Pinon Vista Dr,78724
Signal Point/Sendero Hills,78724
2307 Daisy Dr in Travis,78727
11505 Melstone Dr in Manor,78653
Riverside/Oltorf,
Brodie Ln & Paisano Trail,
Ih-35 And Burleson,78745
2715 E. 5Th,78702
Airport/N Lamar,78752
899 Us-183,78741
10020 Hiddden Meadow,78750
Wycliff Lane And Yucatan Lane,78727
72000 Amherst Dr,
Scribe Dr And Forsythe,78759
7407 Burleson Rd,78744
1013 S Center St,78704
2322 Klattenhoff Drive,78728
14619 Bois D Arc Rd in Travis,78653
7909 Rosenberry,78747
2319 Montague,78741
11441 Ptarmigan Drive,78758
7300 White Oak in Lago Vista,78645
601 Alan,78701
6603 S Ih 35 Frontage Rd,78745
2214 Onion Creek Pkwy,78747
2304 Wind Vane West in Pflugerville,78660
Manor Rd & Maple Ave,
Oltorf And Douglass,78741
Tomanet Trl And Chromite,78727
6000 S 183 in Travis,78744
7817 Overstreet Cir in Mustang Ridge,78610
Turnersville Rd And Palmer Rd in Travis,78610
Brodie And Slaughter,78748
Clearfield,78758
1102 Little Elm Park,78758
Cahill Dr And Pond Springs Rd,78729
Palmer/Lakeline,78717
5206 Glissman Rd,78702
2616 Lou John St,78727
2905 Noack Dr in Travis,78734
E Braker Ln And I35,78753
6902 Frontera Lane,78741
10302 Quail Valley Blvd,78758
1515 Wickersham Lane,78741
5902 North Hampton Drive,78723
801 W 5Th,78703
3601 Bluestein,78721
6600 Auburnhill St,78723
6600 Auburnhill,78723
6600 Fm 969,78724
1157 Salina St,78702
Glade Line Dr And Meadow Lake Blvd,78744
I-35 And Braker Ln,78753
10808 Clubhouse,78748
In Pflugerville in Travis,
183 Access Near 45,
Bergman Ave,78703
3210 Northeast #A,78723
12100 Emerald Oaks,78739
2705 Wheless Ln,78723
Blue Meadow School Roam,78744
13600 Coomes,78617
7900 Hammermill,
400 E 4Th St,78701
605 Arroyo Vista Dr in Travis,78652
3317 Hycreek Dr,78723
St Johns /Highland Village,
3527 River Rd.,78703
8301 Springdale Rd,78724
Winding Trl & West Gate,20724
100 Mopac Cirl,78703
6403 Tiner Trl,78724
E 7Th St & Pedernales St,
11923 Briarcreek,78653
6311 Colina Ln,78759
9112 Anderson Mill Rd,78729
11709 Spring Head Loop,78717
6207 Sheridan Ave,78723
4100 Victory Dr,78704
506 Blueberry Hill,78745
3525 Webberville Rd,78702
4903 Ledesma Rd,78721
E Braker Ln And Ih 35,78753
Trails End Rd And 1431 in Leander,78641
8400 Ganttcrest Drive,78749
Creole Dr And Kinder Pass,78727
13425 N 620,78729
11702 Brookwood,78750
1205 Clearfield Dr,78758
9052 Galewood Dr,78758
1604 Astor Pl,78721
3506 Darby St,78721
12032 Von Quintus in Travis,78719
4602 Molera Dr,78749
4604 Molera,78749
3100 S Congress Ave,78704
5901 Old Fredericksburg Rd,78749
Old Bee Caves Rd And Wier Hills Rd,78735
5720 Wellington Dr,78723
Hearthside Dr And Putnam Dr,78757
N Lamar Blvd & Morrow St,
N Lamar And Morrow,78752
6307 Monsanto Dr,78741
1176 Oakgrove,78702
8214 E Riverside Dr,78744
7706 Old Bee Caves Rd in Travis,78735
5211 Eilers Avenue,78751
1708 Riverview St,78702
7023 Bee Cave Rd,78746
10904 Pinehurst Dr,78747
3200 S 1St St,78704
5932 Hammermill Run,78744
1221 West Ben White,78704
15104 Pacmont Trl,78719
5706 Apple Orchard Ln,78744
Ben White And Banister,78704
Comal St & Canterbury St,
12Th/Airport in Travis,78702
1181 Airport Blvd #120,
Linden Rd & Maschmeier Rd in Del Valle,
Cummins Way And Jamie Dr in Manor,78653
Ben White Blvd & S Congress Ave,
1106 Christie Dr,78721
1408 Summit St,78741
Mockingbird Ln W And S Congress Ave,78745
6916 Celtic Ct,78754
Airport And Red River,78719
6208 Hofan Ave,78741
6301 Harold Ct,78721
2006 Nogales Trl,78744
29Th St And Lamar,78705
8038 Exchange Dr,78754
1701 Smith,78721
E Howard Ln And Cantarra Dr in Pflugerville,78660
Wells Branch And Mopac,
Corum Ridge Cv And Wardman Dr,78617
1400 Marcus Pl,78721
Irvine Ln And Fort Lexington Dr in Del Valle,78617
S Pleasant Valley Rd And E Riverside Dr,78741
Manor And Sweeney Circle,78723
Abby Ann Ln And Deer Chase Tr,78747
1310 Canterburry Street,78702
Austin High School,78703
2101 Jesse E Segovia,78702
E 38Th 1/2 St And Cherrywood Rd,78722
7206 Bennett Ave,78752
5703 Mcneil Dr,78729
5720 Chesterfield Ave,78752
Merseyside And Crieff Cross in Pflugerville,78660
Quicksilver Blvd And Jenibeth Ln,78744
15835 Foothill Farms Loop in Pflugerville,78660
10800 Lakeline Blvd,78717
2801 Sauls Dr,78728
Buckingham Gate/Battlebridge,78748
Hwy 183 /Anderson Mill,
403 Leslie Ave,78721
1300 Fm 812,78617
7707 Adobe Trail,78737
8718 Fm 812 in Travis,78719
3013 Puebla,78617
Fallwell Ln An Guerrero in Del Valle,78617
1139 Stephanie Lee,78753
3203 16Th St,78721
1124 Ruthland,78758
14117 Briarcreek Loop in Manor,78653
Rutland Dr,
8109 Colony Loop,78724
Geneva Dr And Hartnell Dr,78723
Plesant Valley And William Cannon,78744
Bitteroot Trl And Blue Meadow Dr,78744
Ditmar And S 1St,78745
6002 Broken Spoke Trail,78744
10506 Newmon Rd #B,78758
Mansell And Gonzalez,78702
3300 Wells Branch Pkwy,78728
1212 Vargas Rd,78741
2009 Maize Bend,78727
10615 Metric Blvd,78758
3801 S Capital Tx Hwy,78704
3220 Feathergrass Cr,78758
7102 Darcus Cv,78759
5201 Navarro Creek Rd in Travis,78617
Ben White Blvd,
2606 Wheless Lane,78723
1814 East Martin Luther King Blvd,78702
500 S 3Rd St,78704
Ih/35-Riverside,
Switch Willo And Whispering Valley Dr,78759
Alexandria And Brodie,78745
8807 Tressina Drive,78749
W Anderson Ln & Purnell Dr,
5205 Woodland Oak,
Stassney And Congress,78745
Goodrich Ave And S Lamar Blvd,78704
505 Seminole,78745
6906 Burnell Dr,78723
Burnet/Domain,78758
Waterway Bend And Wells Port Dr,78728
5112 Wayborne Hill Rd,78723
Cameron/Howard Lane,78753
Riverside/Crossing Place,78741
Colony Creek Dr And Hunters Trce,78758
10601 Manchaca,78748
"Springville, Walking Stick",78613
12814 Copper Cliff,78727
8005 S Fm 973 in Travis,78719
N Capital Of Texas Hwy & Westlake Dr,
8701 Parkfield Dr,78758
Meadowmear And Dessau,78754
Silent Harbor Loop in Pflugerville,78660
14000 Westall Street in Del Valle,78725
2313 Willow St,78702
5300 China Berry Rd,78744
8009 Tapo Lane,78724
5704 Apple Orchard Ln,78744
9411 Fm 1625,
3407B Willow Springs,78704
3800 Alexandria,78749
741 Cherico St,78702
Ih 35 And Woodward St,78704
1006 Ogden,78733
11901 Swearingen,78758
12005 Shady Springs Rd,78758
8210 Ih 35,78753
2016 Singingbrook,78723
2612 Bess,78748
205 E Croslin St,78752
10300 Golden Meadow,78758
211 Schirra Pl,78753
9420 Spectrum Dr,78717
Mcneil Dr & Blackfoot Trail,
20906 Delorio in Manor,78653
1022 Gardner Rd,78721
W William Cannon Dr & West Gate Blvd,
Glostone & Norwood Hill Road,97015
7800 Northcrest,78752
6412 Hwy 290,78735
936 East 54Th Street,78751
1211 Lily Ter,78741
Cavern Mist Lane & Frate Barker Lane,78739
5000 Blue Bluff Rd,78724
5612 Clayberg Trail,
12200 Briarcreek Loop in Manor,78653
6800 Bill Hughes,78745
9300 S I H 35 # B,78748
12916 Carillon Way in Manor,78653
Tetbury Ln And Palace Pkwy,78748
8909 Briardale Drive,78758
W Braker Ln & Parkfield Dr,
10500 Plains Trail,78758
11603 Hidden Quail,78758
11202 Amythyst Trl,78750
7708 Marble Crest,78747
11617 Railton,78617
2753 Citation Drive in Del Valle,78617
8500 Decker Ln,78724
8905 Wig Tail,78757
Parmer Lane & 130,
Montopolis Dr And  El Mirando St,78741
3000 Block Of River Rd in Travis,78733
14804 Moonsead Cove,78728
2901 Barton Skwy,78746
8800 S Ih 35 Frontage Rd,78748
1300 Crossing Place Building 34,78741
Saint Johns And Guadalupe  St,78752
11505 Plow Horse Cv,78754
Burnet Rd & Northcross Dr,
3805 Bronco Bend Loop,78744
5707 Cougar Dr,78745
6204 Breeze Way,78723
Tudor House/ Tudor Park in Travis,78660
9020 Tuscany,78754
12421 Zeller Ln,78753
4906 N Imperial Dr,78724
W 48Th St & Chiappero Trl,
305 N Heatherwilde Blvd in Pflugerville,78660
4505 Duval St,78751
1647 Rutland,78758
Terry Dr And Ledesma Rd,78721
Ih35 And 7Th St,78702
5306 Medford Dr,78723
Littig Rd And Parsons Rd in Manor,78653
21422 Webberwood Ridge in Travis,78621
800 Yager Ln,78753
2109 Jesse Owens Dr,78748
Bluesky Way,78745
13505 Burnet Rd,78727
8606 Alpine Dr in Travis,
Berkman Dr & Rogge Ln,
807 Sirocco Dr,78745
9804 Murmuring Creek Dr,78736
301 Navasota,78702
Decker Ln And Loyola Ln,78724
13817 Long Hollow Loop in Leander,78641
Greenwood Dr And Caldwell Ln in Travis,78617
Idlewood Cv And Glen Meadow,78745
5612 E Mlk,78721
811 Thompson St,78702
Battle Bend Blvd & Fort Clark Dr,78745
W 5Th St & Lavaca St,74103
2907 Garvey Cv,78748
505 Grady Dr,78753
1020 Bird Creek Dr #102,78758
Circuit Of The Americas in Travis,78617
